0,162.5,2112.5
1,326.04166666666663,2126.0416666666665
2,490.7118055555555,2140.711805555555
3,656.6044560185185,2156.6044560185182
4,823.8214940200617,2173.8214940200614
5,992.4732851884,2192.4732851884
6,1162.6793922874333,2212.6793922874335
7,1334.5693416447193,2234.5693416447198
8,1508.283453448446,2258.2834534484464
9,1683.9737412358165,2283.9737412358168
10,1861.8048863388012,2311.8048863388017
11,2041.9552935337015,2341.955293533702
12,2224.61823466151,2374.6182346615105
13,2410.003087549969,2410.0030875499697
14,2598.3366781791333,2448.3366781791337
15,2789.864734694061,2489.8647346940616
16,2984.853462585233,2534.8534625852335
17,3183.5912511340025,2583.591251134003
18,3386.3905220618362,2636.3905220618367
19,3593.589732233656,2693.5897322336564
20,3805.5555432531273,2755.555543253128
21,4022.6851718575545,2822.685171857555
22,4245.4089361790175,2895.408936179018
23,4474.193014193936,2974.193014193936
24,4709.54243204343,3059.542432043431
25,4952.004301380383,3152.0043013803834
26,5202.171326495415,3252.171326495415
27,5460.685603703367,3360.6856037033663
28,5728.242737345314,3478.2427373453133
29,6005.596298790757,3605.596298790756
